model,eta_target,grid,variant,step,time,dt,eta_measured,linear_iters,nonlinear_iters,final_residual_norm,rejections_before_accept
M1,0.1,64,aligned_guard_1p1,1,1e-06,1e-06,0.0317729788711913,6,6,2.1400153354225402e-08,0
M1,0.1,64,aligned_guard_1p1,2,2.1000000000000002e-06,1.1e-06,0.03419282136640598,6,6,2.6129666334396414e-08,0
M1,0.1,64,aligned_guard_1p1,3,3.3100000000000005e-06,1.21e-06,0.03671927598515907,6,6,3.337779208569921e-08,0
M1,0.1,64,aligned_guard_1p1,4,4.641000000000001e-06,1.3310000000000003e-06,0.03934428335460413,6,6,4.206644516068192e-08,0
M1,0.1,64,aligned_guard_1p1,5,6.105100000000001e-06,1.4641000000000003e-06,0.042057818174382304,6,6,5.1581321257506305e-08,0
M1,0.1,64,aligned_guard_1p1,6,7.715610000000002e-06,1.6105100000000006e-06,0.04484795419275653,6,6,6.252246698910582e-08,0
M1,0.1,64,aligned_guard_1p1,7,9.487171000000002e-06,1.7715610000000007e-06,0.04770100563314914,6,6,7.380193410565855e-08,0
M1,0.1,64,aligned_guard_1p1,8,1.1435888100000002e-05,1.948717100000001e-06,0.050601745670060747,6,6,8.734669670531098e-08,0
M1,0.1,64,aligned_guard_1p1,9,1.3579476910000003e-05,2.1435888100000012e-06,0.05353369719907422,6,6,1.018182656937509e-07,0
M1,0.1,64,aligned_guard_1p1,10,1.5937424601000003e-05,2.3579476910000015e-06,0.056479485635228394,6,6,1.1737065007939216e-07,0
M1,0.1,64,aligned_guard_1p1,11,1.8531167061100006e-05,2.5937424601000017e-06,0.05942123841353428,6,6,1.3288242155031517e-07,0
M1,0.1,64,aligned_guard_1p1,12,2.1384283767210007e-05,2.853116706110002e-06,0.06234101186197255,6,6,1.492302539549691e-07,0
M1,0.1,64,aligned_guard_1p1,13,2.452271214393101e-05,3.1384283767210024e-06,0.06522122367984266,6,6,1.654802356464989e-07,0
M1,0.1,64,aligned_guard_1p1,14,2.7974983358324114e-05,3.452271214393103e-06,0.06804506870403029,6,6,1.818563262325564e-07,0
M1,0.1,64,aligned_guard_1p1,15,3.177248169415653e-05,3.7974983358324136e-06,0.07079689705746393,6,6,1.982992099291321e-07,0
M1,0.1,64,aligned_guard_1p1,16,3.5949729863572185e-05,4.177248169415655e-06,0.07346253696226519,6,6,2.1361556982185171e-07,0
M1,0.1,64,aligned_guard_1p1,17,4.0544702849929404e-05,4.594972986357221e-06,0.0760295490534229,6,6,2.2770766725113193e-07,0
M1,0.1,64,aligned_guard_1p1,18,4.559917313492235e-05,5.0544702849929435e-06,0.07848740438392723,6,6,2.4183336139079597e-07,0
M1,0.1,64,aligned_guard_1p1,19,5.115909044841459e-05,5.559917313492238e-06,0.08082758385031083,6,6,2.5431519689231745e-07,0
M1,0.1,64,aligned_guard_1p1,20,5.727499949325605e-05,6.115909044841462e-06,0.08304360191106229,6,6,2.651827629483878e-07,0
M1,0.1,64,aligned_guard_1p1,21,6.400249944258165e-05,6.727499949325609e-06,0.08513096176175423,6,6,2.74165461262821e-07,0
M1,0.1,64,aligned_guard_1p1,22,7.140274938683982e-05,7.40024994425817e-06,0.08708705227908116,6,6,2.8154499284765114e-07,0
M1,0.1,64,aligned_guard_1p1,23,7.954302432552381e-05,8.140274938683989e-06,0.08891099893928082,6,6,2.873151808980229e-07,0
M1,0.1,64,aligned_guard_1p1,24,8.84973267580762e-05,8.954302432552388e-06,0.09060348160284101,6,6,2.9134816764854146e-07,0
M1,0.1,64,aligned_guard_1p1,25,9.834705943388383e-05,9.849732675807628e-06,0.09216653170626748,6,6,2.9426311997361405e-07,0
M1,0.1,64,aligned_guard_1p1,26,0.00010903394597877247,1.0686886544888647e-05,0.09243412194848172,6,6,2.7329852746008203e-07,0
M1,0.1,64,aligned_guard_1p1,27,0.0001205955709713753,1.1561624992602837e-05,0.09240722159517598,6,6,2.5101658375827684e-07,0
M1,0.1,64,aligned_guard_1p1,28,0.00013310717427793593,1.2511603306560621e-05,0.09237949193802183,6,6,2.309373569754802e-07,0
M1,0.1,64,aligned_guard_1p1,29,0.00014665087650456732,1.3543702226631382e-05,0.0923532655920279,6,6,2.1360511128828125e-07,0
M1,0.1,64,aligned_guard_1p1,30,0.00016131598026652947,1.4665103761962151e-05,0.09232833496264302,6,6,1.9896450793003616e-07,0
M1,0.1,64,aligned_guard_1p1,31,0.00017719962396907843,1.5883643702548956e-05,0.09230450004353696,6,6,1.8592531286466318e-07,0
M1,0.1,64,aligned_guard_1p1,32,0.0001944074997444276,1.7207875775349166e-05,0.09228158513452689,6,6,1.7382609444561155e-07,0
M1,0.1,64,aligned_guard_1p1,33,0.00021305463909543002,1.8647139351002423e-05,0.09225943460918984,6,6,1.631254181572964e-07,0
M1,0.1,64,aligned_guard_1p1,34,0.00023326627320091912,2.0211634105489095e-05,0.0922379092674348,6,6,1.54429070598655e-07,0
M1,0.1,64,aligned_guard_1p1,35,0.00025517877562645375,2.1912502425534644e-05,0.09221688328042828,6,6,1.4692346126058553e-07,0
M1,0.1,64,aligned_guard_1p1,36,0.00027894069605364873,2.3761920427194987e-05,0.09219624159176218,6,6,1.4035752272673696e-07,0
M1,0.1,64,aligned_guard_1p1,37,0.0003047138946319714,2.5773198578322675e-05,0.09217587766620068,6,6,1.357610655605804e-07,0
M1,0.1,64,aligned_guard_1p1,38,0.0003326747876886732,2.7960893056701825e-05,0.09215569149824403,6,6,1.3197241402625459e-07,0
M1,0.1,64,aligned_guard_1p1,39,0.00036301571682947903,3.0340929140805813e-05,0.09213558780769843,6,6,1.2934153495083887e-07,0
M1,0.1,64,aligned_guard_1p1,40,0.0003959464549543957,3.293073812491666e-05,0.09211547435994356,6,6,1.2951089492093714e-07,0
M1,0.1,64,aligned_guard_1p1,41,0.0004316958644360632,3.5749409481667506e-05,0.09209526035573067,6,6,1.30250120444553e-07,0
M1,0.1,64,aligned_guard_1p1,42,0.00047051372470767813,3.881786027161493e-05,0.09207485484002151,6,6,1.3318534441658662e-07,0
M1,0.1,64,aligned_guard_1p1,43,0.0005126727488397936,4.215902413211544e-05,0.09205416508235964,6,6,1.369562352262876e-07,0
M1,0.1,64,aligned_guard_1p1,44,0.0005584708114200108,4.5798062580217115e-05,0.09203309488326766,6,6,1.4274831932899016e-07,0
M1,0.1,64,aligned_guard_1p1,45,0.0006082334132735137,4.976260185350299e-05,0.09201154276305581,6,6,1.4941891276461349e-07,0
M1,0.1,64,aligned_guard_1p1,46,0.000662316412383364,5.408299910985029e-05,0.09198939999203451,6,6,1.57627460611316e-07,0
M1,0.1,64,aligned_guard_1p1,47,0.0007211090549210188,5.8792642537654785e-05,0.09196654842549752,6,6,1.6710383988958432e-07,0
M1,0.1,64,aligned_guard_1p1,48,0.0007850373457443751,6.392829082335623e-05,0.09194285811380973,6,6,1.777822642128665e-07,0
M1,0.1,64,aligned_guard_1p1,49,0.0008545678042648443,6.95304585204691e-05,0.09191818466814819,6,6,1.8908512629457012e-07,0
M1,0.1,64,aligned_guard_1p1,50,0.0009302116594731413,7.564385520829704e-05,0.09189236637565032,6,6,2.0110927560559967e-07,0
M1,0.1,64,aligned_guard_1p1,51,0.0010125295474455432,8.231788797240201e-05,0.09186522107241206,6,6,2.1394759535087262e-07,0
M1,0.1,64,aligned_guard_1p1,52,0.0011021367861931814,8.96072387476383e-05,0.09183654279548013,6,6,2.27317574339772e-07,0
M1,0.1,64,aligned_guard_1p1,53,0.0011997093167131876,9.757253052000609e-05,0.09180609824014221,6,6,2.4135068391700757e-07,0
M1,0.1,64,aligned_guard_1p1,54,0.0013059904161068032,0.00010628109939361578,0.09232526972953015,6,6,2.558440087590479e-07,0
M1,0.1,64,aligned_guard_1p1,55,0.0014211063531682055,0.00011511593706140225,0.09298105824923014,6,6,2.618302498987724e-07,0
M1,0.1,64,aligned_guard_1p1,56,0.0015449121467663392,0.00012380579359813363,0.0929849856253853,6,6,2.5744807789145414e-07,0
M1,0.1,64,aligned_guard_1p1,57,0.001678058151753551,0.00013314600498721176,0.0929824395960606,6,6,2.537615547145323e-07,0
M1,0.1,64,aligned_guard_1p1,58,0.001821252937312665,0.00014319478555911407,0.09298100915054805,6,6,2.5176211474261207e-07,0
M1,0.1,64,aligned_guard_1p1,59,0.0019752572731090894,0.00015400433579642434,0.09298071165498004,6,6,2.5251989333942227e-07,0
M1,0.1,64,aligned_guard_1p1,60,0.0021408876851109703,0.00016563041200188093,0.0929814786904082,6,6,2.5911207651534613e-07,0
M1,0.1,64,aligned_guard_1p1,61,0.0023190203781318732,0.00017813269302090274,0.10011636085095424,6,6,2.754106711406441e-07,0
M1,0.1,64,aligned_guard_1p1,62,0.002496946035343978,0.00017792565721210483,0.10093380153726386,6,6,2.0228297236356297e-07,0
M1,0.1,64,aligned_guard_1p1,63,0.0026732255913521964,0.0001762795560082182,0.10020929993137845,6,6,1.5034415626336687e-07,0
M1,0.1,64,aligned_guard_1p1,64,0.002849136964976133,0.00017591137362393643,0.09956805125194952,6,6,1.2103062398796703e-07,0
M1,0.1,64,aligned_guard_1p1,65,0.003025811481964324,0.00017667451698819117,0.0990555420533338,6,6,1.0373578914224043e-07,0
M1,0.1,64,aligned_guard_1p1,66,0.003204170525109094,0.00017835904314476974,0.09863928943032571,6,6,9.248253890588202e-08,0
M1,0.1,64,aligned_guard_1p1,67,0.0033849899979326026,0.00018081947282350857,0.09829455754408163,6,6,8.477393643727189e-08,0
M1,0.1,64,aligned_guard_1p1,68,0.003568946747259662,0.0001839567493270596,0.09800431555362375,6,6,7.882930320879505e-08,0
M1,0.1,64,aligned_guard_1p1,69,0.003756649450235437,0.00018770270297577496,0.09775651398073402,6,6,7.633994895831813e-08,0
M1,0.1,64,aligned_guard_1p1,70,0.00394865988036674,0.00019201043013130321,0.09754236357081526,6,6,7.334233373949685e-08,0
M1,0.1,64,aligned_guard_1p1,71,0.0041455081246600045,0.00019684824429326507,0.09735528319528064,6,6,7.15631005278232e-08,0
M1,0.1,64,aligned_guard_1p1,72,0.00434770387391217,0.0002021957492521653,0.09719023324404497,6,6,6.896844860652491e-08,0
M1,0.1,64,aligned_guard_1p1,73,0.004555745096268794,0.00020804122235662425,0.0970432781194181,6,6,6.74940381532213e-08,0
M1,0.1,64,aligned_guard_1p1,74,0.00477012493420112,0.00021437983793232536,0.09691129023705354,6,6,6.689789117984647e-08,0
M1,0.1,64,aligned_guard_1p1,75,0.004991337382624759,0.0002212124484236392,0.09679174443032393,6,6,6.673617373689778e-08,0
M1,0.1,64,aligned_guard_1p1,76,0.005219882130656323,0.000228544748031564,0.09668257181789067,6,6,6.674785223667299e-08,0
M1,0.1,64,aligned_guard_1p1,77,0.005456268837933873,0.00023638670727754973,0.09658205379138014,6,6,6.625096719931702e-08,0
M1,0.1,64,aligned_guard_1p1,78,0.005701021043957729,0.00024475220602385557,0.09648874368814862,6,6,6.547220189472991e-08,0
M1,0.1,64,aligned_guard_1p1,79,0.005954679861213029,0.0002536588172552998,0.09640140795690265,6,6,6.64708236906709e-08,0
M1,0.1,64,aligned_guard_1p1,80,0.006217807571306953,0.000263127710093924,0.09631898130049457,6,6,6.607271668326504e-08,0
M1,0.1,64,aligned_guard_1p1,81,0.006490991222692366,0.0002731836513854128,0.09624053200854335,6,6,6.677514694406912e-08,0
M1,0.1,64,aligned_guard_1p1,82,0.006774846315431423,0.0002838550927390573,0.09616523483077406,6,6,6.623059729070097e-08,0
M1,0.1,64,aligned_guard_1p1,83,0.00707002065077056,0.00029517433533913666,0.09609234950352864,6,6,6.716295464180365e-08,0
M1,0.1,64,aligned_guard_1p1,84,0.007377198419723225,0.0003071777689526651,0.09602120355721923,6,6,6.627831466907573e-08,0
M1,0.1,64,aligned_guard_1p1,85,0.007697104604579174,0.0003199061848559493,0.09595117838355814,6,6,6.534666712326416e-08,0
M1,0.1,64,aligned_guard_1p1,86,0.00803050976983639,0.00033340516525721725,0.09588169778153471,6,6,6.39571039362861e-08,0
M1,0.1,64,aligned_guard_1p1,87,0.008378235324317994,0.00034772555448160387,0.09581221836632307,6,6,6.367707308453674e-08,0
M1,0.1,64,aligned_guard_1p1,88,0.008741159344250534,0.00036292401993254084,0.09574222134112119,6,6,6.194348844190374e-08,0
M1,0.1,64,aligned_guard_1p1,89,0.009120223058094686,0.0003790637138441505,0.09567120521685477,6,6,5.7907733771250566e-08,0
M1,0.1,64,aligned_guard_1p1,90,0.009516438108364972,0.000396215050270287,0.09559867913204531,6,6,5.529102493169165e-08,0
M1,0.1,64,aligned_guard_1p1,91,0.009930894724154628,0.0004144566157896559,0.09552415648372574,6,6,4.945922547216087e-08,0
M1,0.1,64,aligned_guard_1p1,92,0.01036477096137664,0.0004338762372220121,0.09544714863459622,6,6,4.090002174714186e-08,0
M1,0.1,64,aligned_guard_1p1,93,0.010819343196827105,0.00045457223545046504,0.0953671585124396,6,6,3.490415325493414e-08,0
M1,0.1,64,aligned_guard_1p1,94,0.011295998098305764,0.0004766549014786585,0.09528367396312519,6,6,2.8490012827564275e-08,0
M1,0.1,64,aligned_guard_1p1,95,0.011796246337750355,0.0005002482394445917,0.10033682181413407,6,6,3.496995176691929e-08,0
M1,0.1,64,aligned_guard_1p1,96,0.012294815288211296,0.00049856895046094,0.10190784095037969,6,6,3.940509341622138e-08,0
M1,0.1,64,aligned_guard_1p1,97,0.012784050410662473,0.0004892351224511762,0.10129845516882863,6,6,4.025283704865356e-08,0
M1,0.1,64,aligned_guard_1p1,98,0.013267014461432837,0.0004829640507703643,0.10068762540899207,6,6,4.0616210043487736e-08,0
M1,0.1,64,aligned_guard_1p1,99,0.013746680208647125,0.00047966574721428724,0.10018166293195456,6,6,3.965927923981119e-08,0
M1,0.1,64,aligned_guard_1p1,100,0.014225476161096113,0.00047879595244898867,0.09976028740588538,6,6,3.9124138818670285e-08,0
M1,0.1,64,aligned_guard_1p1,101,0.014705422605617625,0.00047994644452151213,0.09940375527916438,6,6,3.8414572796005366e-08,0
M1,0.1,64,aligned_guard_1p1,102,0.01518824787029061,0.0004828252646729854,0.09909771487560354,6,6,3.8449665357893767e-08,0
M1,0.1,64,aligned_guard_1p1,103,0.01567546926109571,0.0004872213908050973,0.09883165204807774,6,6,3.8677783931714e-08,0
M1,0.1,64,aligned_guard_1p1,104,0.016168450386786173,0.0004929811256904652,0.09859767371083893,6,6,3.7527671976945396e-08,0
M1,0.1,64,aligned_guard_1p1,105,0.01666844304090928,0.0004999926541231078,0.09838972041930961,6,6,3.803972912896889e-08,0
M1,0.1,64,aligned_guard_1p1,106,0.017176618744623326,0.0005081757037140448,0.09820304793338598,6,6,3.7923085265373396e-08,0
M1,0.1,64,aligned_guard_1p1,107,0.017694093216554945,0.00051747447193162,0.09803387599331613,6,6,3.745011279314224e-08,0
M1,0.1,64,aligned_guard_1p1,108,0.018221945927353506,0.0005278527107985621,0.09787914417733248,6,6,3.7870009749191166e-08,0
M1,0.1,64,aligned_guard_1p1,109,0.01876123620745876,0.0005392902801052544,0.09773633833607209,6,6,3.8047430780681437e-08,0
M1,0.1,64,aligned_guard_1p1,110,0.01931301693639386,0.0005517807289351002,0.0976033647305512,6,6,3.822970184583065e-08,0
M1,0.1,64,aligned_guard_1p1,111,0.01987834655434133,0.0005653296179474694,0.0974784571261581,6,6,3.884664297392978e-08,0
M1,0.1,64,aligned_guard_1p1,112,0.020458299945700215,0.0005799533913588838,0.09736010708607565,6,6,3.7936112150056425e-08,0
M1,0.1,64,aligned_guard_1p1,113,0.021053978616067896,0.000595678670367679,0.09724701085570457,6,6,3.830998543042914e-08,0
M1,0.1,64,aligned_guard_1p1,114,0.021666520497947997,0.0006125418818801011,0.09713802826410013,6,6,3.6917546971719004e-08,0
M1,0.1,64,aligned_guard_1p1,115,0.02229710966351631,0.0006305891655683132,0.09703215041389525,6,6,3.702253247009675e-08,0
M1,0.1,64,aligned_guard_1p1,116,0.022946986186790818,0.0006498765232745076,0.09692847384199542,6,6,3.612201050885609e-08,0
M1,0.1,64,aligned_guard_1p1,117,0.023617456377349973,0.0006704701905591552,0.09682617946514402,6,6,3.3586663899412317e-08,0
M1,0.1,64,aligned_guard_1p1,118,0.024309903600056425,0.0006924472227064527,0.09672451507392058,6,6,3.271614317419284e-08,0
M1,0.1,64,aligned_guard_1p1,119,0.025025799898091373,0.0007158962980349481,0.09662278046605936,6,6,3.0079584269195344e-08,0
M1,0.1,64,aligned_guard_1p1,120,0.025766718648909583,0.0007409187508182097,0.09652031455265456,6,6,2.7220743853079866e-08,0
M1,0.1,64,aligned_guard_1p1,121,0.026534348504087913,0.0007676298551783289,0.09641648395212687,6,6,2.423736196033615e-08,0
M1,0.1,64,aligned_guard_1p1,122,0.02733050889462806,0.0007961603905401444,0.09631067272157035,6,6,2.2825669778847747e-08,0
M1,0.1,64,aligned_guard_1p1,123,0.02815716742378381,0.000826658529155753,0.09882749747252963,6,6,2.4835642049113217e-08,0
M1,0.1,64,aligned_guard_1p1,124,0.02899363353928525,0.0008364661155014408,0.10204150074704624,6,6,2.7922683027613538e-08,0
M1,0.1,64,aligned_guard_1p1,125,0.02981336483427569,0.0008197312949904393,0.10156940822004223,6,6,2.6518182209978655e-08,0
M1,0.1,64,aligned_guard_1p1,126,0.030620429982488973,0.000807065148213284,0.10097885384835416,6,6,2.591000412286853e-08,0
M1,0.1,64,aligned_guard_1p1,127,0.031419671722175684,0.0007992417396867081,0.10047817037785468,6,6,2.567915916181257e-08,0
M1,0.1,64,aligned_guard_1p1,128,0.0322151099120642,0.0007954381898885178,0.10005649044015852,6,6,2.5084061031220008e-08,0
M1,0.1,64,aligned_guard_1p1,129,0.03301009900911259,0.000794989097048383,0.09969623054995101,6,6,2.498780313844205e-08,0
M1,0.1,64,aligned_guard_1p1,130,0.03380751039835269,0.0007974113892401057,0.09938412057301854,6,6,2.4989651178389756e-08,0
M1,0.1,64,aligned_guard_1p1,131,0.03460986331413287,0.0008023529157801816,0.09911029998939937,6,6,2.4861801277805545e-08,0
M1,0.1,64,aligned_guard_1p1,132,0.035419418845562,0.0008095555314291246,0.09886728556434653,6,6,2.4332706383191722e-08,0
M1,0.1,64,aligned_guard_1p1,133,0.036238249388757436,0.0008188305431954391,0.0986492779637068,6,6,2.4590440218750234e-08,0
M1,0.1,64,aligned_guard_1p1,134,0.03706829149357313,0.0008300421048156967,0.09845169831256906,6,6,2.4504124709810866e-08,0
M1,0.1,64,aligned_guard_1p1,135,0.03791138726443575,0.0008430957708626215,0.09827087059691546,6,6,2.438743684459553e-08,0
M1,0.1,64,aligned_guard_1p1,136,0.038769317763821275,0.0008579304993855268,0.09810379868409413,6,6,2.382932820820654e-08,0
M1,0.1,64,aligned_guard_1p1,137,0.039643830790730826,0.0008745130269095541,0.09794800635552801,6,6,2.3955558410883567e-08,0
M1,0.1,64,aligned_guard_1p1,138,0.04053666471298063,0.0008928339222498103,0.09780142027796797,6,6,2.3694519745338413e-08,0
M1,0.1,64,aligned_guard_1p1,139,0.0414495695764399,0.00091290486345927,0.09766228281738462,6,6,2.3055312176275137e-08,0
M1,0.1,64,aligned_guard_1p1,140,0.042384326411037225,0.0009347568345973233,0.09752908594841093,6,6,2.2314460926416003e-08,0
M1,0.1,64,aligned_guard_1p1,141,0.043342765450537474,0.0009584390395002504,0.09740052029818348,6,6,2.1782626585927862e-08,0
M1,0.1,64,aligned_guard_1p1,142,0.044326783848556366,0.0009840183980188916,0.0972754351943779,6,6,2.0413180438256637e-08,0
M1,0.1,64,aligned_guard_1p1,143,0.04533836338665106,0.0010115795380946945,0.09715280681920029,6,6,1.9361746770738493e-08,0
M1,0.1,64,aligned_guard_1p1,144,0.046379588618545006,0.0010412252318939448,0.09703171241733113,6,6,1.8044272327956777e-08,0
M1,0.1,64,aligned_guard_1p1,145,0.04745266586922328,0.0010730772506782726,0.09691130909676986,6,6,1.7053400606687126e-08,0
M1,0.1,64,aligned_guard_1p1,146,0.04855994350346384,0.0011072776342405629,0.09679081617885361,6,6,1.652329859074615e-08,0
M1,0.1,64,aligned_guard_1p1,147,0.049703933892174375,0.0011439903887105309,0.09666950035019699,6,6,1.77524115654535e-08,0
M1,0.1,64,aligned_guard_1p1,148,0.05088733753506721,0.001183403642892833,0.10070800905698468,6,6,2.12315070849683e-08,0
M1,0.1,64,aligned_guard_1p1,149,0.05206242147722241,0.0011750839421552015,0.10191833612357419,6,6,2.1123930658205373e-08,0
M1,0.1,64,aligned_guard_1p1,150,0.053215387652740066,0.0011529661755176545,0.1013741185292197,5,5,1.8359062744384583e-06,0
M1,0.1,64,aligned_guard_1p1,151,0.05435272545872585,0.001137337805985783,0.10082534930414343,5,5,1.6721009567238055e-06,0
M1,0.1,64,aligned_guard_1p1,152,0.0554807530964531,0.0011280276377272557,0.10035985981684735,5,5,1.5976267414782372e-06,0
M1,0.1,64,aligned_guard_1p1,153,0.056604735971464946,0.0011239828750118426,0.09996329308861092,5,5,1.5723226162533614e-06,0
M1,0.1,64,aligned_guard_1p1,154,0.05772913157737551,0.001124395605910567,0.09962060376309538,5,5,1.5739208309404114e-06,0
M1,0.1,64,aligned_guard_1p1,155,0.058857809344260416,0.0011286777668849076,0.09932047435949172,5,5,1.5907107384800714e-06,0
M1,0.1,64,aligned_guard_1p1,156,0.05999420923981432,0.0011363998955539057,0.09905437729090506,5,5,1.6152580959320547e-06,0
M1,0.1,64,aligned_guard_1p1,157,0.06114145777807579,0.001147248538261466,0.09881575416774267,5,5,1.643946307670921e-06,0
M1,0.1,64,aligned_guard_1p1,158,0.062302455382075225,0.001160997603999437,0.09859946270812214,5,5,1.6732981205559049e-06,0
M1,0.1,64,aligned_guard_1p1,159,0.0634799441554535,0.001177488773378275,0.09840140100803893,5,5,1.7013064921216604e-06,0
M1,0.1,64,aligned_guard_1p1,160,0.06467656205043863,0.0011966178949851334,0.09821824603393531,5,5,1.7257540163928108e-06,0
M1,0.1,64,aligned_guard_1p1,161,0.06589488750757588,0.0012183254571372522,0.0980472674022948,5,5,1.7443768997021015e-06,0
M1,0.1,64,aligned_guard_1p1,162,0.06713747742304836,0.001242589915472481,0.09788619198986744,5,5,1.7554512725038787e-06,0
M1,0.1,64,aligned_guard_1p1,163,0.0684069005053163,0.0012694230822679323,0.09773310360300409,5,5,1.7569686963254167e-06,0
M1,0.1,64,aligned_guard_1p1,164,0.06970576755800335,0.0012988670526870624,0.09758636729608793,5,5,1.7475516612468556e-06,0
M1,0.1,64,aligned_guard_1p1,165,0.07103675987657809,0.00133099231857474,0.0974445713328532,5,5,1.7272028710656782e-06,0
M1,0.1,64,aligned_guard_1p1,166,0.07240265671451307,0.0013658968379349822,0.09730648199976015,5,5,1.6973972523051955e-06,0
M1,0.1,64,aligned_guard_1p1,167,0.07380636262378472,0.0014037059092716442,0.09717100795347339,5,5,1.6626148107284753e-06,0
M1,0.1,64,aligned_guard_1p1,168,0.07525093538147778,0.0014445727576930713,0.09703717178075301,5,5,1.6342282651608462e-06,0
M1,0.1,64,aligned_guard_1p1,169,0.07673961516385742,0.0014886797823796402,0.09690408713185934,5,5,1.6295704225351714e-06,0
M1,0.1,64,aligned_guard_1p1,170,0.07827585561195531,0.0015362404480978842,0.09929341571715833,5,5,1.6756698831242733e-06,0
M1,0.1,64,aligned_guard_1p1,171,0.07982302813795032,0.0015471725259950096,0.10197238488325121,5,5,1.594493613919213e-06,0
M1,0.1,64,aligned_guard_1p1,172,0.08134027472168608,0.0015172465837357601,0.10149949612722986,5,5,1.3913654069282556e-06,0
M1,0.1,64,aligned_guard_1p1,173,0.08283510636285392,0.001494831641167842,0.1009323047339226,5,5,1.2781005558435843e-06,0
M1,0.1,64,aligned_guard_1p1,174,0.0843161303473042,0.001481023984450283,0.10044671591809251,5,5,1.2221807991283605e-06,0
M1,0.1,64,aligned_guard_1p1,175,0.0857905677850179,0.0014744374377137007,0.1000327945171893,5,5,1.1979543820484155e-06,0
M1,0.1,64,aligned_guard_1p1,176,0.0872645218466135,0.0014739540615956084,0.09967494374712786,5,5,1.1910938242485256e-06,0
M1,0.1,64,aligned_guard_1p1,177,0.0887432827128699,0.0014787608662564012,0.09936125302140196,5,5,1.1939516609942156e-06,0
M1,0.1,64,aligned_guard_1p1,178,0.0902315498404371,0.0014882671275672048,0.09908276531312128,5,5,1.2013911800584442e-06,0
M1,0.1,64,aligned_guard_1p1,179,0.09173359424025172,0.001502044399814624,0.09883261246907481,5,5,1.2104413233603608e-06,0
M1,0.1,64,aligned_guard_1p1,180,0.09325338043459584,0.00151978619434412,0.09860542509093849,5,5,1.2187436715643378e-06,0
